date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200614,IN,39909,308482,,869,6419,301,1360,113,,28522,A+,6/13/20 23:59,2020-06-13T23:59:00Z,6/13/20 19:59,2422,6419,2020-06-13T23:59:00Z,,,,39909,18,366,7388,348391,348391,7754,348391,9,70,ee0988cf58647880759275938fc9740a192597c8,0,0,0,0,0,
20200614,KS,11047,118105,,,973,,324,,143,667,A,6/12/20 13:30,2020-06-12T13:30:00Z,6/12/20 9:30,243,973,2020-06-12T13:30:00Z,,,,11047,20,0,0,129152,129152,0,129152,0,0,577e5a6b4970f81ef2263a662a9fbc98084353c3,0,0,0,0,0,
20200614,KY,12445,282140,,410,2433,68,969,,,3409,B,6/13/20 0:00,2020-06-13T00:00:00Z,6/12/20 20:00,499,2433,2020-06-13T00:00:00Z,,,,12125,21,0,0,294585,294585,0,294585,0,0,16525cc292ca49f6d3b9914ee0ce25fef9698b09,0,0,0,0,0,
20200614,LA,46619,462713,,556,,,,76,,33904,B,6/14/20 13:00,2020-06-14T13:00:00Z,6/14/20 9:00,3014,,2020-06-14T13:00:00Z,,,,46619,22,336,4613,509332,509332,4949,509332,10,0,2321810812ea47b704b04d10cd7a9cd3a609a796,0,0,0,0,0,
20200614,MA,105603,607107,,1039,10802,244,,156,,,A+,6/14/20 10:00,2020-06-14T10:00:00Z,6/14/20 6:00,7624,10802,2020-06-14T10:00:00Z,,,,101276,25,208,8906,712710,712710,9114,712710,48,30,5cff67e031a1dc0b079d9af1e0af56f1de2755ae,0,0,0,0,0,
20200614,MD,61701,353608,,751,10165,313,,,,4541,B,6/14/20 10:00,2020-06-14T10:00:00Z,6/14/20 6:00,2939,10165,2020-06-14T10:00:00Z,492305,,,61701,24,396,6155,415309,415309,6551,415309,13,112,c797a8d800e6dded4c3632533dcfe53d85356c41,0,0,0,0,0,
20200614,ME,2793,67065,,29,314,10,,5,,2173,B,6/14/20 12:15,2020-06-14T12:15:00Z,6/14/20 8:15,100,314,2020-06-14T12:15:00Z,70589,3413,67065,2486,23,36,1472,69858,69858,1508,69858,0,1,5fb21eb96b985dffce0d2f3a651fb46a61988a29,0,0,0,0,0,
20200614,MI,66054,747444,,636,,253,,139,,44964,A+,6/14/20 0:00,2020-06-14T00:00:00Z,6/13/20 20:00,6016,,2020-06-14T00:00:00Z,829523,82079,747444,59990,26,218,13797,813498,813498,14015,813498,3,0,5378d3d443674480fbb3e38242f0d5cf81208dcb,0,0,0,0,0,
20200614,MN,30471,387239,,369,3610,186,1110,,,26090,A,6/13/20 17:00,2020-06-13T17:00:00Z,6/13/20 13:00,1329,3610,2020-06-13T17:00:00Z,417710,,,30471,27,6,-6,417710,417710,0,417710,15,29,7ddd923557bcde78fbc28340bd4e98375c575448,0,0,0,0,0,
20200614,MO,15810,259679,,647,,,,65,,,B,6/14/20 15:00,2020-06-14T15:00:00Z,6/14/20 11:00,879,,2020-06-14T15:00:00Z,270232,17275,252506,15810,29,0,5693,275489,275489,5693,275489,0,0,9b299782b8240937a6eb1b7338d61d0e8f2e0ec3,0,0,0,0,0,
20200614,MP,30,8139,,,,,,,,19,D,6/14/20 1:43,2020-06-14T01:43:00Z,6/13/20 21:43,2,,2020-06-14T01:43:00Z,8169,,,30,69,0,233,8169,8169,233,8169,0,0,0c2c2f0979ce31e349877210d3cb47b427468480,0,0,0,0,0,
20200614,MS,19516,194537,,667,2665,151,,99,,13356,A,6/14/20 0:00,2020-06-14T00:00:00Z,6/13/20 20:00,891,2665,2020-06-14T00:00:00Z,213753,,,19216,28,168,0,214053,214053,168,214053,2,21,cb6a99c901319526c7a58e15025cb8ec081e582f,0,0,0,0,0,
20200614,MT,601,58306,,6,77,,,,,510,C,6/14/20 0:00,2020-06-14T00:00:00Z,6/13/20 20:00,19,77,2020-06-14T00:00:00Z,,,,601,30,13,890,58907,58907,903,58907,1,0,0104ac3e67c43f4966e81ae9eb6fe0c3f2b42883,0,0,0,0,0,
20200614,NC,44119,583011,,798,,,,,,23653,A,6/14/20 12:00,2020-06-14T12:00:00Z,6/14/20 8:00,1109,,2020-06-14T12:00:00Z,,,,44119,37,1443,13997,627130,627130,15440,627130,5,0,413d324246f293fd75933b426331db59a383be47,0,0,0,0,0,
20200614,ND,3080,83800,,35,197,,,,,2658,F,6/14/20 12:00,2020-06-14T12:00:00Z,6/14/20 8:00,77,197,2020-06-14T12:00:00Z,131874,,,3080,38,22,985,86880,86880,1007,86880,0,0,0180d4816f0c3ba1fb741ff5f5c33db106e0a416,0,0,0,0,0,
20200614,NE,16633,119482,,156,1070,,,,,9879,D,6/13/20 20:00,2020-06-13T20:00:00Z,6/13/20 16:00,216,1070,2020-06-13T20:00:00Z,,,,16633,31,120,1618,136115,136115,1738,136115,0,3,327e09ba80c4c78f9b20155ebdff1edb5f79c410,0,0,0,0,0,
20200614,NH,5299,91122,,70,513,,152,,,3905,B,6/13/20 9:00,2020-06-13T09:00:00Z,6/13/20 5:00,318,513,2020-06-13T09:00:00Z,,,,5299,33,48,2417,96421,96421,2465,96421,3,10,0c11c9228b01cae974d3df6cfdab40e9335e80fd,0,0,0,0,0,
20200614,NJ,166881,930735,,1391,18737,386,,285,,28714,A+,6/14/20 13:00,2020-06-14T13:00:00Z,6/14/20 9:00,12625,18737,2020-06-14T13:00:00Z,,,,166881,34,276,19125,1097616,1097616,19401,1097616,36,30,215fb146372598006b1829668e35dd97fd26af1f,0,0,0,0,0,
20200614,NM,9621,249373,,172,1625,,,,,4072,C,6/13/20 18:03,2020-06-13T18:03:00Z,6/13/20 14:03,431,1625,2020-06-13T18:03:00Z,,,,9621,35,95,3615,258994,258994,3710,258994,5,0,73a7f452293363d9b8a0e0515d1e9de077b6211e,0,0,0,0,0,
20200614,NV,11173,199438,,332,,83,,69,,627,A+,6/14/20 11:30,2020-06-14T11:30:00Z,6/14/20 7:30,464,,2020-06-14T11:30:00Z,241729,,,11173,32,227,5504,210611,210611,5731,210611,1,0,cea2631e88fac12a2acc3bfb72aaaa5ba168223e,0,0,0,0,0,
20200614,NY,383324,2551275,,1657,89995,499,,346,,68761,A,6/13/20 0:00,2020-06-13T00:00:00Z,6/12/20 20:00,24551,89995,2020-06-13T00:00:00Z,,,,383324,36,694,61665,2934599,2934599,62359,2934599,24,0,f807fc3c2646802e57ff5f1b55a02e67139c1bd2,0,0,0,0,0,
20200614,OH,41148,505072,,511,6895,216,1762,145,,,B,6/14/20 14:00,2020-06-14T14:00:00Z,6/14/20 10:00,2557,6895,2020-06-14T14:00:00Z,,,,38188,39,300,7022,546220,546220,7322,546220,3,31,7b77c138ff10158e4e894a048eb7ec0531cc5da5,0,0,0,0,0,
20200614,OK,8231,242587,,149,1116,67,,,,6578,A+,6/13/20 8:00,2020-06-13T08:00:00Z,6/13/20 4:00,359,1116,2020-06-13T08:00:00Z,252624,9456,242587,8073,40,158,4221,250818,250818,4379,250818,0,5,c212b92adf6a0dbd0b8b6cd4196070cf1c86604a,0,0,0,0,0,
20200614,OR,5377,160812,,133,875,47,,15,,2396,A+,6/12/20 3:01,2020-06-12T03:01:00Z,6/11/20 23:01,173,875,2020-06-12T03:01:00Z,,,,5207,41,0,0,166189,166189,0,166189,0,0,0ff3e59979479783300bd44f7f1616b491c5eaa7,0,0,0,0,0,
20200614,PA,78798,504435,,852,,,,189,,58310,A+,6/14/20 0:00,2020-06-14T00:00:00Z,6/13/20 20:00,6215,,2020-06-14T00:00:00Z,,,,76567,42,336,7846,583233,583233,8182,583233,4,0,07ce701debfaa601974571b0c83a907005f1a0e9,0,0,0,0,0,
20200614,PR,5811,,,110,,6,,2,,,C,6/14/20 6:30,2020-06-14T06:30:00Z,6/14/20 2:30,147,,2020-06-14T06:30:00Z,61515,,,1471,72,121,0,5811,5811,121,5811,1,0,014d820b91388f77a5bd6ee3d2f69d74dbbe3013,0,0,0,0,0,
20200614,RI,15947,175571,,141,1853,28,,17,,1435,A+,6/12/20 12:00,2020-06-12T12:00:00Z,6/12/20 8:00,833,1853,2020-06-12T12:00:00Z,,,,15947,44,0,0,191518,191518,0,191518,0,0,1327e7ad278c2bc72a35836bcaa7ab43dbd047f5,0,0,0,0,0,
20200614,SC,18795,229541,,521,1988,,,,,8682,A+,6/14/20 15:00,2020-06-14T15:00:00Z,6/14/20 11:00,600,1988,2020-06-14T15:00:00Z,255096,25555,229541,18795,45,840,5590,248336,248336,6430,248336,1,0,2288d8d2d597a00f9333d52d6ac1fc84787fc804,0,0,0,0,0,
20200614,SD,5898,59421,,87,539,,,,,4899,B,6/13/20 18:00,2020-06-13T18:00:00Z,6/13/20 14:00,75,539,2020-06-13T18:00:00Z,,,,5898,46,65,741,65319,65319,806,65319,0,8,de955b550da3648218379f2cab7e4aa715f34f3c,0,0,0,0,0,
20200614,TN,30432,584788,,,2087,,,,,19896,B,6/14/20 15:00,2020-06-14T15:00:00Z,6/14/20 11:00,475,2087,2020-06-14T15:00:00Z,615043,35423,579620,30255,47,891,12967,615220,615220,13858,615220,3,14,7181dc963d4f00f4578a2bcd3415b7c32522a1d8,0,0,0,0,0,
20200614,TX,87854,1208129,,2287,,,,,,58341,B,6/14/20 16:00,2020-06-14T16:00:00Z,6/14/20 12:00,1976,,2020-06-14T16:00:00Z,1295983,,,,48,1843,33821,1295983,1295983,35664,1295983,19,0,d79f1ef3f4af12437b92393ede83e9d6c84d3db9,0,0,0,0,0,
20200614,UT,14313,253400,,178,1028,,302,,134,8252,B,6/14/20 10:57,2020-06-14T10:57:00Z,6/14/20 6:57,139,1028,2020-06-14T10:57:00Z,,,,14313,49,332,4599,267713,267713,4931,267713,0,16,dc8cba457631e13a4e30cde43ac7808df594bc1f,0,0,0,0,0,
20200614,VA,54506,414494,302,958,8136,334,,155,,7178,A+,6/13/20 17:00,2020-06-13T17:00:00Z,6/13/20 13:00,1546,8136,2020-06-13T17:00:00Z,466597,,,52103,51,637,8370,469302,469000,9007,469000,5,46,9572a317c7b29aa80d617fbfcbb0600d5eabab4c,0,0,0,0,0,
20200614,VI,72,2305,2,,,,,,,64,C,6/14/20 7:55,2020-06-14T07:55:00Z,6/14/20 3:55,6,,2020-06-14T07:55:00Z,,,,72,78,0,21,2379,2377,21,2377,0,0,19be18fb4a95eeca57f0bed2749c0c659ad4bc54,0,0,0,0,0,
20200614,VT,1127,49855,,26,,,,,,909,B,6/14/20 0:00,2020-06-14T00:00:00Z,6/13/20 20:00,55,,2020-06-14T00:00:00Z,,,,1127,50,2,1047,50982,50982,1049,50982,0,0,e93744ef32419888344b750da557650a92fdf5ab,0,0,0,0,0,
20200614,WA,25538,424608,,229,3845,,,49,,,B,6/13/20 2:59,2020-06-13T02:59:00Z,6/12/20 22:59,1213,3845,2020-06-13T02:59:00Z,,,,25538,53,367,9917,450146,450146,10284,450146,9,28,220f228738ab382c41047468c09e85d96d9ead29,0,0,0,0,0,
20200614,WI,22758,397366,184,289,3049,101,680,,,16558,A+,6/14/20 16:00,2020-06-14T16:00:00Z,6/14/20 12:00,692,3049,2020-06-14T16:00:00Z,,,,22758,55,240,8967,420308,420124,9207,420124,1,14,ba6b18a61dfea8124f4e7038a40a840b06f33630,0,0,0,0,0,
20200614,WV,2289,128910,,30,,8,,2,,1571,B,6/14/20 10:00,2020-06-14T10:00:00Z,6/14/20 6:00,88,,2020-06-14T10:00:00Z,,,,2213,54,30,3652,131199,131199,3682,131199,0,0,9be3f73d8b6f89e1fa680694daaac5eeb36949d0,0,0,0,0,0,
20200614,WY,1060,32005,,5,93,,,,,834,C,6/14/20 12:00,2020-06-14T12:00:00Z,6/14/20 8:00,18,93,2020-06-14T12:00:00Z,32387,941,30446,841,56,10,0,33065,33065,10,33065,0,0,798c6ca988dd08019113ff4cf6a88d1dbc26c604,0,0,0,0,0,
20200613,AK,654,71149,,12,,,,2,,405,A,6/13/20 0:00,2020-06-13T00:00:00Z,6/12/20 20:00,12,,2020-06-13T00:00:00Z,71803,,,,2,29,894,71803,71803,923,71803,0,0,fd7214547e7a6c8b8153a5a26cb57fa373d2653e,0,0,0,0,0,
20200613,AL,24601,268651,,622,2241,,672,,395,13508,B,6/13/20 11:00,2020-06-13T11:00:00Z,6/13/20 7:00,773,2241,2020-06-13T11:00:00Z,,,,24221,1,891,5976,293252,293252,6867,293252,4,39,fbbaf3e55677cc7d1eed550a654b675e362268f7,0,0,0,0,0,
20200613,AR,11547,175470,,203,979,,,49,160,7607,A,6/13/20 0:00,2020-06-13T00:00:00Z,6/12/20 20:00,176,979,2020-06-13T00:00:00Z,,,,11547,5,0,5895,187017,187017,5895,187017,0,18,51267156707bdb86f0a40abe6d5a71bc07b53e10,0,0,0,0,0,
20200613,AS,0,174,,,,,,,,,C,6/1/20 0:00,2020-06-01T00:00:00Z,5/31/20 20:00,0,,2020-06-01T00:00:00Z,,,,,60,0,0,174,174,0,174,0,0,6de298564b96651ea5ba89430d7ace0132db497f,0,0,0,0,0,
20200613,AZ,34458,293939,,1412,3692,447,,309,,6209,A+,6/13/20 0:00,2020-06-13T00:00:00Z,6/12/20 20:00,1183,3692,2020-06-13T00:00:00Z,328085,,,34146,4,1540,15621,328397,328397,17161,328397,39,70,25524dee11d0758cb69b3a22cd09636269c5dc94,0,0,0,0,0,
20200613,CA,145643,2578750,,4411,,1313,,,,,B,6/13/20 0:00,2020-06-13T00:00:00Z,6/12/20 20:00,4989,,2020-06-13T00:00:00Z,2724393,,,145643,6,3660,58475,2724393,2724393,62135,2724393,46,0,0ad5825c937c99da65bdb60333b4625c91134585,0,0,0,0,0,
20200613,CO,28822,207639,,274,5234,,,,,4184,A,6/12/20 0:00,2020-06-12T00:00:00Z,6/11/20 20:00,1595,5234,2020-06-12T00:00:00Z,,,,28822,8,175,1916,236461,236461,2091,236461,12,177,b3186a880462d4df6b7aa6e40e8177f08d5e1400,0,0,0,0,0,
20200613,CT,44994,299260,,233,9912,,,,,7611,B,6/12/20 20:30,2020-06-12T20:30:00Z,6/12/20 16:30,4186,9912,2020-06-12T20:30:00Z,342338,,,43078,9,305,13695,344254,344254,14000,344254,27,0,fc83ac147cd27bdcc4f52cb3556103ae83389b1b,0,0,0,0,0,
20200613,DC,9709,53327,,197,,78,,52,,1143,A+,6/12/20 0:00,2020-06-12T00:00:00Z,6/11/20 20:00,511,,2020-06-12T00:00:00Z,,,,9709,11,55,1028,63036,63036,1083,63036,5,0,308d27dd443f26d01950395d832b11b6759aabcd,0,0,0,0,0,
20200613,DE,10229,69870,,93,,,,,,6116,A,6/12/20 18:00,2020-06-12T18:00:00Z,6/12/20 14:00,419,,2020-06-12T18:00:00Z,,,,9278,10,56,2349,80099,80099,2405,80099,5,0,505f5c35817a712364a9e620449c3c75aaa9f648,0,0,0,0,0,
20200613,FL,73552,1296861,1241,,12155,,,,,,A,6/13/20 10:00,2020-06-13T10:00:00Z,6/13/20 6:00,3016,12155,2020-06-13T10:00:00Z,1612617,99168,1510430,73552,12,2581,31933,1371654,1370413,34514,1370413,49,169,17111cee25ed9e9471de17a8d086542bf2210a84,0,0,0,0,0,
20200613,GA,56801,542879,,810,9224,,2029,,,,A,6/13/20 14:00,2020-06-13T14:00:00Z,6/13/20 10:00,2446,9224,2020-06-13T14:00:00Z,599680,51203,548477,56801,13,1018,6704,599680,599680,7722,599680,28,43,a84299efcf86c8d9e56ca779207b4c447fe0d17e,0,0,0,0,0,
20200613,GU,185,8358,,,,,,,,168,B,6/13/20 0:30,2020-06-13T00:30:00Z,6/12/20 20:30,5,,2020-06-13T00:30:00Z,8426,174,8249,185,66,1,15,8543,8543,16,8543,0,0,8f548197a3b91e246bdb78be347da1e3147f9bf3,0,0,0,0,0,
20200613,HI,706,58632,,,87,,,,,627,D,6/12/20 18:00,2020-06-12T18:00:00Z,6/12/20 14:00,17,87,2020-06-12T18:00:00Z,68738,706,68032,706,15,14,745,59338,59338,759,59338,0,1,e644c320c30c93c18685c9b637f9c63a9e6eae30,0,0,0,0,0,
20200613,IA,23717,195891,,200,,76,,43,,14326,A+,6/13/20 0:00,2020-06-13T00:00:00Z,6/12/20 20:00,650,,2020-06-13T00:00:00Z,,,,23717,19,380,4684,219608,219608,5064,219608,7,0,6649ef8cf6cdf245d35af5ef84f8f8a6878ba0e0,0,0,0,0,0,
20200613,ID,3353,59305,,,265,,98,,,2776,A,6/12/20 19:00,2020-06-12T19:00:00Z,6/12/20 15:00,87,265,2020-06-12T19:00:00Z,62328,,,3023,16,51,1175,62658,62658,1226,62658,1,0,5c5d6f91bac88152eb7889b38b4d3b4f590103ad,0,0,0,0,0,
20200613,IL,132732,1037074,,2117,,610,,352,,,A,6/13/20 0:00,2020-06-13T00:00:00Z,6/12/20 20:00,6470,,2020-06-13T00:00:00Z,1168945,,,131871,17,673,21171,1169806,1169806,21844,1169806,29,0,04842b2d21a25d8934c1be68f184acdb3042710e,0,0,0,0,0,
20200613,IN,39543,301094,,871,6349,316,1354,118,,28241,A+,6/12/20 23:59,2020-06-12T23:59:00Z,6/12/20 19:59,2413,6349,2020-06-12T23:59:00Z,,,,39543,18,397,5060,340637,340637,5457,340637,17,0,51cf74715e92d03c5e22b7f679cf86fd8ba3981a,0,0,0,0,0,
20200613,KS,11047,118105,,,973,,324,,143,667,A,6/12/20 13:30,2020-06-12T13:30:00Z,6/12/20 9:30,243,973,2020-06-12T13:30:00Z,,,,11047,20,0,0,129152,129152,0,129152,0,0,6ef60d6a5e5a0171c5f9ac1c372f4ec03e941a31,0,0,0,0,0,
20200613,KY,12445,282140,,410,2433,68,969,,,3409,B,6/13/20 0:00,2020-06-13T00:00:00Z,6/12/20 20:00,499,2433,2020-06-13T00:00:00Z,,,,12125,21,500,12991,294585,294585,13491,294585,6,27,738084e795e726203b9a1ea15b8ecd1f08fb8d87,0,0,0,0,0,
20200613,LA,46283,458100,,542,,,,76,,33904,B,6/13/20 13:00,2020-06-13T13:00:00Z,6/13/20 9:00,3004,,2020-06-13T13:00:00Z,,,,46283,22,1288,23561,504383,504383,24849,504383,8,0,81a004e2d6c9b1a45ddb07c7229eaad986b37558,0,0,0,0,0,
20200613,MA,105395,598201,,1069,10772,249,,162,,,A+,6/13/20 10:00,2020-06-13T10:00:00Z,6/13/20 6:00,7576,10772,2020-06-13T10:00:00Z,,,,101070,25,336,9901,703596,703596,10237,703596,38,46,808f0711af07248b12ea8bc421138d970f4dcb13,0,0,0,0,0,
20200613,MD,61305,347453,,799,10053,321,,,,4536,B,6/13/20 10:00,2020-06-13T10:00:00Z,6/13/20 6:00,2926,10053,2020-06-13T10:00:00Z,483826,,,61305,24,692,7971,408758,408758,8663,408758,26,130,662c9c18d461a2745e70380c4a6f18b0a8187372,0,0,0,0,0,
20200613,ME,2757,65593,,29,313,10,,4,,2152,B,6/13/20 12:15,2020-06-13T12:15:00Z,6/13/20 8:15,100,313,2020-06-13T12:15:00Z,69073,3370,65593,2452,23,36,1427,68350,68350,1463,68350,0,5,49c3e4b19b8b04da25012fbe9a6e023f424be353,0,0,0,0,0,
20200613,MI,65836,733647,,636,,253,,139,,44964,A+,6/13/20 0:00,2020-06-13T00:00:00Z,6/12/20 20:00,6013,,2020-06-13T00:00:00Z,815374,81727,733647,59801,26,164,13032,799483,799483,13196,799483,23,0,0371a838347a120624e3af5174a24e1d0a25539a,0,0,0,0,0,
20200613,MN,30465,387245,,390,3581,191,1104,,,25620,A,6/12/20 17:00,2020-06-12T17:00:00Z,6/12/20 13:00,1314,3581,2020-06-12T17:00:00Z,417710,,,30172,27,2,9656,417710,417710,9658,417710,9,24,85a600cfaea96e3445f05786b7a11892ff5b0f5e,0,0,0,0,0,
20200613,MO,15810,253986,,595,,,,69,,,B,6/13/20 15:00,2020-06-13T15:00:00Z,6/13/20 11:00,879,,2020-06-13T15:00:00Z,270232,17275,252506,15810,29,225,4436,269796,269796,4661,269796,7,0,329e1292c8b2abfd625fd0e419e6cbf4ba24ddb1,0,0,0,0,0,
20200613,MP,30,7906,,,,,,,,19,D,6/12/20 18:18,2020-06-12T18:18:00Z,6/12/20 14:18,2,,2020-06-12T18:18:00Z,7936,,,30,69,0,174,7936,7936,174,7936,0,0,ff4c20f484b0be70874cdffb0086b5c0493d1d56,0,0,0,0,0,
20200613,MS,19348,194537,,684,2644,160,,103,,13356,A,6/12/20 19:00,2020-06-12T19:00:00Z,6/12/20 15:00,889,2644,2020-06-12T19:00:00Z,213753,,,19216,28,257,-865,213885,213885,-608,213885,8,1,8a669d6b6af8a36f39893b25b158026ed17774f2,0,0,0,0,0,
20200613,MT,588,57416,,7,77,,,,,510,C,6/13/20 0:00,2020-06-13T00:00:00Z,6/12/20 20:00,18,77,2020-06-13T00:00:00Z,,,,588,30,15,967,58004,58004,982,58004,0,0,b3ee4965a89069691e267c6237711649ef4a3fe6,0,0,0,0,0,
20200613,NC,42676,569014,,823,,,,,,23653,A,6/13/20 12:07,2020-06-13T12:07:00Z,6/13/20 8:07,1104,,2020-06-13T12:07:00Z,,,,42676,37,1427,14566,611690,611690,15993,611690,12,0,ddd9246c1039a44bcfb4463e7de4ff29b019b8f7,0,0,0,0,0,
20200613,ND,3058,82815,,35,197,,,,,2630,F,6/13/20 12:00,2020-06-13T12:00:00Z,6/13/20 8:00,77,197,2020-06-13T12:00:00Z,129794,,,3058,38,42,1667,85873,85873,1709,85873,0,0,b79dcbad2c1a0900dde9ce105f6ca50b8d139ac5,0,0,0,0,0,
20200613,NE,16513,117864,,157,1067,,,,,9610,D,6/12/20 19:00,2020-06-12T19:00:00Z,6/12/20 15:00,216,1067,2020-06-12T19:00:00Z,,,,16513,31,198,3406,134377,134377,3604,134377,4,38,0a5328b8d02c1d3ec0d8561a21d8f13a4838b3e4,0,0,0,0,0,
20200613,NH,5251,88705,,76,503,,149,,,3843,B,6/12/20 9:00,2020-06-12T09:00:00Z,6/12/20 5:00,315,503,2020-06-12T09:00:00Z,,,,5251,33,42,1997,93956,93956,2039,93956,7,-1,30649c2f81a425452c0d5605ee41794c95e94fd7,0,0,0,0,0,
20200613,NJ,166605,911610,,1395,18707,409,,279,,28606,A+,6/13/20 13:00,2020-06-13T13:00:00Z,6/13/20 9:00,12589,18707,2020-06-13T13:00:00Z,,,,166605,34,441,22378,1078215,1078215,22819,1078215,100,100,8465dafe0081d6ed37182a58193a5dcac245117c,0,0,0,0,0,
20200613,NM,9526,245758,,179,1625,,,,,3983,C,6/12/20 17:30,2020-06-12T17:30:00Z,6/12/20 13:30,426,1625,2020-06-12T17:30:00Z,,,,9526,35,0,0,255284,255284,0,255284,0,0,ba6b312ea5a5689785b81c5906596dc110861211,0,0,0,0,0,
