date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,fips,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200613,NV,10946,193934,,351,,81,,43,,627,A+,6/13/20 11:30,2020-06-13T11:30:00Z,6/13/20 7:30,463,,2020-06-13T11:30:00Z,235500,,,10946,32,268,5165,204880,204880,5433,204880,1,0,0bc1cade3693b0e38ea7bc5aa9209fe1ec26a5ad,0,0,0,0,0,
20200613,NY,382630,2489610,,1734,89995,517,,360,,68584,A,6/12/20 0:00,2020-06-12T00:00:00Z,6/11/20 20:00,24527,89995,2020-06-12T00:00:00Z,,,,382630,36,916,69924,2872240,2872240,70840,2872240,32,0,fc7045a058c6900c23e63fea1169e0001b87fe29,0,0,0,0,0,
20200613,OH,40848,498050,,516,6864,230,1754,152,,,B,6/13/20 14:00,2020-06-13T14:00:00Z,6/13/20 10:00,2554,6864,2020-06-13T14:00:00Z,,,,37893,39,424,14756,538898,538898,15180,538898,46,50,0b57d8a99d3b436b2ee852259845af2e3b6ee72b,0,0,0,0,0,
20200613,OK,8073,238366,,154,1111,67,,,,6495,A+,6/12/20 8:00,2020-06-12T08:00:00Z,6/12/20 4:00,359,1111,2020-06-12T08:00:00Z,248091,9456,238366,7848,40,225,0,246439,246439,225,246439,0,8,a7c600527e90ea88a63a0e3dd1701faa67e60ecd,0,0,0,0,0,
20200613,OR,5377,160812,,133,875,47,,15,,2396,A+,6/12/20 3:01,2020-06-12T03:01:00Z,6/11/20 23:01,173,875,2020-06-12T03:01:00Z,,,,5207,41,0,0,166189,166189,0,166189,0,0,7eb7f66c55cb49d047a20c56e5a2ff4d636c7bc0,0,0,0,0,0,
20200613,PA,78462,496589,,875,,,,192,,58061,A+,6/13/20 0:00,2020-06-13T00:00:00Z,6/12/20 20:00,6211,,2020-06-13T00:00:00Z,,,,76237,42,463,8204,575051,575051,8667,575051,49,0,2f67df45a33b2e2d25aff216b5e615cd7e1e8b4c,0,0,0,0,0,
20200613,PR,5690,,,117,,4,,3,,,C,6/13/20 6:30,2020-06-13T06:30:00Z,6/13/20 2:30,146,,2020-06-13T06:30:00Z,61515,,,1460,72,154,0,5690,5690,154,5690,0,0,3c5e65868db02ecaebc3c26fc0af37d2e12b36e5,0,0,0,0,0,
20200613,RI,15947,175571,,141,1853,28,,17,,1435,A+,6/12/20 12:00,2020-06-12T12:00:00Z,6/12/20 8:00,833,1853,2020-06-12T12:00:00Z,,,,15947,44,0,0,191518,191518,0,191518,0,0,9f3067d76f92bd405af22045ceb1226b2d7cfdc8,0,0,0,0,0,
20200613,SC,17955,223951,,523,1988,,,,,8682,A+,6/13/20 15:00,2020-06-13T15:00:00Z,6/13/20 11:00,599,1988,2020-06-13T15:00:00Z,248562,24611,223951,17955,45,785,5062,241906,241906,5847,241906,6,0,3f35fe66fadfe1e983d0c1c8f28e0a5a8d31cc3a,0,0,0,0,0,
20200613,SD,5833,58680,,85,531,,,,,4828,B,6/13/20 12:00,2020-06-13T12:00:00Z,6/13/20 8:00,75,531,2020-06-13T12:00:00Z,,,,5833,46,91,1417,64513,64513,1508,64513,1,6,42ad09b6b1b02e4f93c9fccafef5a7ad9293064d,0,0,0,0,0,
20200613,TN,29541,571821,,,2073,,,,,19731,B,6/13/20 15:00,2020-06-13T15:00:00Z,6/13/20 11:00,472,2073,2020-06-13T15:00:00Z,601161,34409,566752,29340,47,415,10774,601362,601362,11189,601362,4,24,78e6c1aee3b11254947c833dc8fa773d9d53a9cc,0,0,0,0,0,
20200613,TX,86011,1174308,,2242,,,,,,56535,B,6/13/20 16:50,2020-06-13T16:50:00Z,6/13/20 12:50,1957,,2020-06-13T16:50:00Z,1260319,,,,48,2331,31031,1260319,1260319,33362,1260319,18,0,aeb11cd75cb97ef9a5be80c2f455ce1d1dbffa80,0,0,0,0,0,
20200613,UT,13981,248801,,236,1012,,300,,132,8114,B,6/13/20 10:30,2020-06-13T10:30:00Z,6/13/20 6:30,139,1012,2020-06-13T10:30:00Z,,,,13981,49,404,3592,262782,262782,3996,262782,0,24,75b736e9cf7aec86c57b2de543c92f73a0125714,0,0,0,0,0,
20200613,VA,53869,406124,283,959,8090,295,,142,,7131,A+,6/12/20 17:00,2020-06-12T17:00:00Z,6/12/20 13:00,1541,8090,2020-06-12T17:00:00Z,457623,,,51499,51,658,8805,460276,459993,9463,459993,7,62,4d66e8544bfef3d7604c2cedab9e8ad028ef6c1b,0,0,0,0,0,
20200613,VI,72,2284,7,,,,,,,64,C,6/12/20 19:53,2020-06-12T19:53:00Z,6/12/20 15:53,6,,2020-06-12T19:53:00Z,,,,72,78,0,63,2363,2356,63,2356,0,0,29a95a75600793ead70d9d82861f1ab425b47771,0,0,0,0,0,
20200613,VT,1125,48808,,11,,,,,,908,B,6/13/20 0:00,2020-06-13T00:00:00Z,6/12/20 20:00,55,,2020-06-13T00:00:00Z,,,,1125,50,6,1293,49933,49933,1299,49933,0,0,53edb0c2d900973b97b36c5ccb723c1fa446126c,0,0,0,0,0,
20200613,WA,25171,414691,,225,3817,,,43,,,B,6/12/20 2:59,2020-06-12T02:59:00Z,6/11/20 22:59,1204,3817,2020-06-12T02:59:00Z,,,,25171,53,392,14258,439862,439862,14650,439862,10,45,3803b11e21b84774c64ff60f046465d2db6f7400,0,0,0,0,0,
20200613,WI,22518,388399,167,285,3035,99,677,,,16231,A+,6/13/20 16:00,2020-06-13T16:00:00Z,6/13/20 12:00,691,3035,2020-06-13T16:00:00Z,,,,22518,55,272,11037,411084,410917,11309,410917,2,32,5c52c58c6f611489edaa3524240f2b8d37c1e813,0,0,0,0,0,
20200613,WV,2259,125258,,29,,9,,2,,1568,B,6/13/20 10:00,2020-06-13T10:00:00Z,6/13/20 6:00,88,,2020-06-13T10:00:00Z,,,,2183,54,26,3452,127517,127517,3478,127517,2,0,2d21063808e4174a913d17050da2c67996683f58,0,0,0,0,0,
20200613,WY,1050,32005,,5,93,,,,,833,C,6/13/20 12:00,2020-06-13T12:00:00Z,6/13/20 8:00,18,93,2020-06-13T12:00:00Z,32387,941,30446,832,56,23,1132,33055,33055,1155,33055,0,1,ff0662cb2c5107456864519d35d63145d95d3c45,0,0,0,0,0,
20200612,AK,625,70255,,15,,,,3,,403,A,6/12/20 0:00,2020-06-12T00:00:00Z,6/11/20 20:00,12,,2020-06-12T00:00:00Z,70880,,,,2,14,1855,70880,70880,1869,70880,1,0,5f1a4d5e430995ef9030e190ec73783f54ae0d34,0,0,0,0,0,
20200612,AL,23710,262675,,622,2202,,658,,384,13508,B,6/12/20 11:00,2020-06-12T11:00:00Z,6/12/20 7:00,769,2202,2020-06-12T11:00:00Z,,,,23333,1,865,6694,286385,286385,7559,286385,14,37,dcbcb0ffeb87d85d6579b48479e7c00de3059a96,0,0,0,0,0,
20200612,AR,11547,169575,,203,961,,,49,157,7607,A,6/12/20 15:10,2020-06-12T15:10:00Z,6/12/20 11:10,176,961,2020-06-12T15:10:00Z,,,,11547,5,731,3726,181122,181122,4457,181122,5,36,4bee2db901732ed74238ccbf11e271ba60bcc9fe,0,0,0,0,0,
20200612,AS,0,174,,,,,,,,,C,6/1/20 0:00,2020-06-01T00:00:00Z,5/31/20 20:00,0,,2020-06-01T00:00:00Z,,,,,60,0,0,174,174,0,174,0,0,ba79cae0ba7e6ce817ec720ab5b17bca838471c3,0,0,0,0,0,
20200612,AZ,32918,278318,,1336,3622,429,,278,,5980,A+,6/12/20 0:00,2020-06-12T00:00:00Z,6/11/20 20:00,1144,3622,2020-06-12T00:00:00Z,320816,,,30955,4,1654,0,311236,311236,1654,311236,17,91,7e588d0ceb11906740fae70a21bf967f3b6bed91,0,0,0,0,0,
20200612,CA,141983,2520275,,4480,,1310,,,,,B,6/12/20 0:00,2020-06-12T00:00:00Z,6/11/20 20:00,4943,,2020-06-12T00:00:00Z,2662258,,,141983,6,2702,61909,2662258,2662258,64611,2662258,62,0,da15f0aa6a0118c48a65d740689db764ca4f1811,0,0,0,0,0,
20200612,CO,28647,205723,,279,5057,,,,,4169,A,6/12/20 0:00,2020-06-12T00:00:00Z,6/11/20 20:00,1583,5057,2020-06-12T00:00:00Z,,,,26040,8,148,3877,234370,234370,4025,234370,10,22,c3bbc26f2d5f6b43051ff92896aa21fe5346d05e,0,0,0,0,0,
20200612,CT,44689,285565,,244,9912,,,,,7611,B,6/11/20 20:30,2020-06-11T20:30:00Z,6/11/20 16:30,4159,9912,2020-06-11T20:30:00Z,328353,,,42788,9,228,8078,330254,330254,8306,330254,13,0,69d8005b4abaacc8b17b74587b2aaec6c8b22976,0,0,0,0,0,
20200612,DC,9654,52299,,212,,82,,57,,1143,A+,6/11/20 0:00,2020-06-11T00:00:00Z,6/10/20 20:00,506,,2020-06-11T00:00:00Z,,,,9654,11,65,2600,61953,61953,2665,61953,4,0,5f18ff4ce4b3fcd9be0839ce787210b87e4bd79b,0,0,0,0,0,
20200612,DE,10173,67521,,100,,,,,,6062,A,6/11/20 18:00,2020-06-11T18:00:00Z,6/11/20 14:00,414,,2020-06-11T18:00:00Z,,,,9222,10,67,3594,77694,77694,3661,77694,-24,0,61a468ec644caaa510b2b8aae2f11a6b68667e77,0,0,0,0,0,
20200612,FL,70971,1264928,1242,,11986,,,,,,A,6/12/20 10:00,2020-06-12T10:00:00Z,6/12/20 6:00,2967,11986,2020-06-12T10:00:00Z,1571222,96007,1472224,70971,12,1902,27249,1337141,1335899,29151,1335899,29,136,2a37050e68105cc7d0992bf245f574d9d1562bce,0,0,0,0,0,
20200612,GA,55783,536175,,836,9181,,2021,,,,A,6/12/20 14:50,2020-06-12T14:50:00Z,6/12/20 10:50,2418,9181,2020-06-12T14:50:00Z,586426,50251,536175,55783,13,810,6907,591958,591958,7717,591958,43,108,0d961526be894b540ac7c4ddefb670de8c0dd10b,0,0,0,0,0,
20200612,GU,184,8343,,,,,,,,168,B,6/12/20 5:00,2020-06-12T05:00:00Z,6/12/20 1:00,5,,2020-06-12T05:00:00Z,8426,174,8249,174,66,1,146,8527,8527,147,8527,0,0,46688d6a6e59f3c2f603ef7549c4e184ec184195,0,0,0,0,0,
20200612,HI,692,57887,,,86,,,,,623,D,6/11/20 18:00,2020-06-11T18:00:00Z,6/11/20 14:00,17,86,2020-06-11T18:00:00Z,67392,692,66700,692,15,7,1277,58579,58579,1284,58579,0,1,f4257949f5036ae299f5f8f35863aee1d14ca65a,0,0,0,0,0,
20200612,IA,23337,191207,,225,,81,,47,,14227,A+,6/12/20 0:00,2020-06-12T00:00:00Z,6/11/20 20:00,643,,2020-06-12T00:00:00Z,,,,23337,19,399,5606,214544,214544,6005,214544,4,0,eab07851bec67f19e026ddf2fcdb95eab668986f,0,0,0,0,0,
20200612,ID,3302,58130,,,265,,98,,,2684,A,6/11/20 19:00,2020-06-11T19:00:00Z,6/11/20 15:00,86,265,2020-06-11T19:00:00Z,61114,,,2984,16,42,1275,61432,61432,1317,61432,1,3,aae6a889b7b3124d6c5cac3b4d25d49a55fe9ca6,0,0,0,0,0,
20200612,IL,132059,1015903,,2209,,648,,375,,,A,6/12/20 0:00,2020-06-12T00:00:00Z,6/11/20 20:00,6441,,2020-06-12T00:00:00Z,1147101,,,131198,17,732,24179,1147962,1147962,24911,1147962,78,0,91aecc573cb60def08bb4f7a1fd9d6a2d13836a6,0,0,0,0,0,
20200612,IN,39146,296034,,906,6349,329,1354,116,,27811,A+,6/11/20 23:59,2020-06-11T23:59:00Z,6/11/20 19:59,2396,6349,2020-06-11T23:59:00Z,,,,39146,18,398,7440,335180,335180,7838,335180,16,35,22fcd5dcd9df3e92b3ff71a97ddb71edb9fc309d,0,0,0,0,0,
20200612,KS,11047,118105,,,973,,324,,143,667,A,6/12/20 13:30,2020-06-12T13:30:00Z,6/12/20 9:30,243,973,2020-06-12T13:30:00Z,,,,11047,20,235,5175,129152,129152,5410,129152,3,19,7cf33ebc8063a091cc0149deaf88c02b90fd4b74,0,0,0,0,0,
20200612,KY,11945,269149,,514,2406,81,967,,,3379,B,6/11/20 0:00,2020-06-11T00:00:00Z,6/10/20 20:00,493,2406,2020-06-11T00:00:00Z,,,,11637,21,0,0,281094,281094,0,281094,0,0,3ad89ada6f2e6d1953282628711934a519ff0fe0,0,0,0,0,0,
20200612,LA,44995,434539,,549,,,,74,,33904,B,6/12/20 13:00,2020-06-12T13:00:00Z,6/12/20 9:00,2996,,2020-06-12T13:00:00Z,,,,44995,22,523,9338,479534,479534,9861,479534,9,0,b60e71fd90dc93f54f497c000d224228ba791fd6,0,0,0,0,0,
20200612,MA,105059,588300,,1143,10726,276,,170,,,A+,6/12/20 10:00,2020-06-12T10:00:00Z,6/12/20 6:00,7538,10726,2020-06-12T10:00:00Z,,,,100811,25,392,9879,693359,693359,10271,693359,46,72,025c032ac8e1dc8570101aca0b3b9a8c15b7f303,0,0,0,0,0,
20200612,MD,60613,339482,,836,9923,331,,,,4474,B,6/12/20 10:00,2020-06-12T10:00:00Z,6/12/20 6:00,2900,9923,2020-06-12T10:00:00Z,473271,,,60613,24,416,7309,400095,400095,7725,400095,25,134,e396709bfce8c0d14775b02f04a1c335d7fac75c,0,0,0,0,0,
20200612,ME,2721,64166,,32,308,11,,5,,2105,B,6/12/20 12:15,2020-06-12T12:15:00Z,6/12/20 8:15,100,308,2020-06-12T12:15:00Z,67585,3311,64166,2420,23,54,1376,66887,66887,1430,66887,0,0,a48b1f6a2098aacb3b357d60c653d732a18acc91,0,0,0,0,0,
20200612,MI,65672,720615,,636,,253,,139,,42041,A+,6/12/20 0:00,2020-06-12T00:00:00Z,6/11/20 20:00,5990,,2020-06-12T00:00:00Z,802036,81421,720615,59621,26,223,15544,786287,786287,15767,786287,5,0,a3ae83559aa9bd0178c8e33e6bb5cab91503240a,0,0,0,0,0,
20200612,MN,30463,377589,,403,3557,191,1093,,,25028,A,6/11/20 17:00,2020-06-11T17:00:00Z,6/11/20 13:00,1305,3557,2020-06-11T17:00:00Z,408052,,,29795,27,45,12773,408052,408052,12818,408052,25,35,ebb7cef76c37f726a593c0763373ad51207e3a1f,0,0,0,0,0,
20200612,MO,15585,249550,,593,,,,69,,,B,6/12/20 15:00,2020-06-12T15:00:00Z,6/12/20 11:00,872,,2020-06-12T15:00:00Z,270232,17275,252506,15585,29,195,5900,265135,265135,6095,265135,12,0,1b165d013a3652e1e0460d89939b8442870d6ad8,0,0,0,0,0,
20200612,MP,30,7732,,,,,,,,19,D,6/12/20 1:20,2020-06-12T01:20:00Z,6/11/20 21:20,2,,2020-06-12T01:20:00Z,7762,,,30,69,0,181,7762,7762,181,7762,0,0,22bf67f4a9bdcf3faa86a5056542984aa9e417be,0,0,0,0,0,
20200612,MS,19091,195402,,710,2643,172,,94,,13356,A,6/11/20 19:00,2020-06-11T19:00:00Z,6/11/20 15:00,881,2643,2020-06-11T19:00:00Z,213753,,,18959,28,608,0,214493,214493,608,214493,13,29,1ad5904a9a4ccb970c4a7a5932564c8332ba9a77,0,0,0,0,0,
20200612,MT,573,56449,,7,77,,,,,489,C,6/12/20 0:00,2020-06-12T00:00:00Z,6/11/20 20:00,18,77,2020-06-12T00:00:00Z,,,,573,30,10,1235,57022,57022,1245,57022,0,3,e929b73b8ba41bdb4038be53ade42914f0b1fbc6,0,0,0,0,0,
20200612,NC,41249,554448,,760,,,,,,23653,A,6/12/20 12:12,2020-06-12T12:12:00Z,6/12/20 8:12,1092,,2020-06-12T12:12:00Z,,,,41249,37,1768,21252,595697,595697,23020,595697,28,0,7463b0cdcad344c10146172bc8153b9db2d26a2c,0,0,0,0,0,
20200612,ND,3016,81148,,35,197,,,,,2573,F,6/12/20 0:00,2020-06-12T00:00:00Z,6/11/20 20:00,77,197,2020-06-12T00:00:00Z,126489,,,3016,38,36,1340,84164,84164,1376,84164,0,4,c8e01ed9960ed4c25bc355d9a3238e52bcb93e07,0,0,0,0,0,
20200612,NE,16315,114458,,164,1029,,,,,9229,D,6/12/20 21:07,2020-06-12T21:07:00Z,6/12/20 17:07,212,1029,2020-06-12T21:07:00Z,,,,16315,31,290,2821,130773,130773,3111,130773,17,29,19d6742619efa9ec8e005ad26c90f5950234a5fb,0,0,0,0,0,
20200612,NH,5209,86708,,73,504,,149,,,3665,A,6/11/20 9:00,2020-06-11T09:00:00Z,6/11/20 5:00,308,504,2020-06-11T09:00:00Z,,,,5209,33,31,1979,91917,91917,2010,91917,7,4,7bd5d17207c02495cc97cdfe7f9ce0fb25d9b104,0,0,0,0,0,
20200612,NJ,166164,889232,,1480,18607,415,,300,,28509,A+,6/12/20 13:00,2020-06-12T13:00:00Z,6/12/20 9:00,12489,18607,2020-06-12T13:00:00Z,,,,166164,34,348,24255,1055396,1055396,24603,1055396,46,115,25dbd98be0d290dc1bcf391c46e8528ae67a0868,0,0,0,0,0,
20200612,NM,9526,245758,,179,1625,,,,,3983,C,6/12/20 17:30,2020-06-12T17:30:00Z,6/12/20 13:30,426,1625,2020-06-12T17:30:00Z,,,,9526,35,276,9451,255284,255284,9727,255284,16,42,30d9270feca0989dedc63ce86b72ec69be4d3f0c,0,0,0,0,0,
20200612,NV,10678,188769,,328,,77,,36,,604,A+,6/12/20 11:30,2020-06-12T11:30:00Z,6/12/20 7:30,462,,2020-06-12T11:30:00Z,229273,,,10678,32,279,5914,199447,199447,6193,199447,4,0,2d8192bfafe4c75d0787e701d11a5e3018273960,0,0,0,0,0,
20200612,NY,381714,2419686,,1898,89995,552,,387,,68399,A,6/12/20 0:00,2020-06-12T00:00:00Z,6/11/20 20:00,24495,89995,2020-06-12T00:00:00Z,,,,381714,36,822,71573,2801400,2801400,72395,2801400,53,0,b163ad0441c8a10074455029c10906cb5b434043,0,0,0,0,0,
20200612,OH,40424,483294,,547,6814,217,1745,144,,,B,6/12/20 14:00,2020-06-12T14:00:00Z,6/12/20 10:00,2508,6814,2020-06-12T14:00:00Z,,,,37519,39,420,10715,523718,523718,11135,523718,18,61,5e407333319e21b94912b794f95a3e43f168ca34,0,0,0,0,0,
20200612,OK,7848,238366,,154,1103,65,,,,6391,A+,6/12/20 8:00,2020-06-12T08:00:00Z,6/12/20 4:00,359,1103,2020-06-12T08:00:00Z,248091,9156,238366,7848,40,222,4547,246214,246214,4769,246214,2,11,3c40fc00ed8ae7191aafc1c466b88e303ac5aa92,0,0,0,0,0,
20200612,OR,5377,160812,,133,875,47,,15,,2370,A+,6/11/20 3:01,2020-06-11T03:01:00Z,6/10/20 23:01,173,875,2020-06-11T03:01:00Z,,,,5207,41,140,4245,166189,166189,4385,166189,2,11,8f9b2c4f2e6df40df33a98a21fb7861ede88c59a,0,0,0,0,0,
20200612,PA,77999,488385,,899,,,,202,,56939,A+,6/12/20 0:00,2020-06-12T00:00:00Z,6/11/20 20:00,6162,,2020-06-12T00:00:00Z,,,,75800,42,66,11946,566384,566384,12012,566384,49,0,2c516bd7aefb3179728782161d3d3a0da49ad379,0,0,0,0,0,
20200612,PR,5536,,,92,,7,,4,,,C,6/12/20 6:30,2020-06-12T06:30:00Z,6/12/20 2:30,146,,2020-06-12T06:30:00Z,61515,,,1443,72,184,0,5536,5536,184,5536,2,0,d4e034ad073ebd0e6736f7ddf2c1670cc177b786,0,0,0,0,0,
20200612,RI,15947,175571,,141,1853,28,,17,,1435,A+,6/12/20 12:00,2020-06-12T12:00:00Z,6/12/20 8:00,833,1853,2020-06-12T12:00:00Z,,,,15947,44,85,3630,191518,191518,3715,191518,10,11,fd557e433dc326c75f92e2d4bf9bc5ace8c6995a,0,0,0,0,0,
20200612,SC,17170,218889,,512,1988,,,,,8682,A+,6/12/20 16:00,2020-06-12T16:00:00Z,6/12/20 12:00,593,1988,2020-06-12T16:00:00Z,242543,23654,218889,17170,45,729,5273,236059,236059,6002,236059,5,90,0bd4d35158cd21d30e7e33fff4b142bf1655d711,0,0,0,0,0,
20200612,SD,5742,57263,,87,525,,,,,4755,B,6/11/20 18:00,2020-06-11T18:00:00Z,6/11/20 14:00,74,525,2020-06-11T18:00:00Z,,,,5742,46,77,1184,63005,63005,1261,63005,1,11,dc77239cc558d86b8c4e39f6560dbea32ab45e81,0,0,0,0,0,
20200612,TN,29126,561047,,,2049,,,,,19425,B,6/12/20 15:00,2020-06-12T15:00:00Z,6/12/20 11:00,468,2049,2020-06-12T15:00:00Z,594960,33913,561047,28942,47,588,54291,590173,590173,54879,590173,27,38,15f7dc02469e65470b303521a54ccc850f18bfd8,0,0,0,0,0,
20200612,TX,83680,1143277,,2166,,,,,,55258,B,6/12/20 16:40,2020-06-12T16:40:00Z,6/12/20 12:40,1939,,2020-06-12T16:40:00Z,1226957,,,,48,2097,18540,1226957,1226957,20637,1226957,19,0,e1c60cc199da9c670940fa7038f3807035979040,0,0,0,0,0,
20200612,UT,13577,245209,,197,988,,294,,130,7935,B,6/12/20 10:20,2020-06-12T10:20:00Z,6/12/20 6:20,139,988,2020-06-12T10:20:00Z,,,,13577,49,325,3793,258786,258786,4118,258786,8,20,7b2cf341cc809318b1f5a61a1d8c47b83e9766a8,0,0,0,0,0,
20200612,VA,53211,397319,363,1026,8028,297,,143,,7002,A+,6/11/20 17:00,2020-06-11T17:00:00Z,6/11/20 13:00,1534,8028,2020-06-11T17:00:00Z,448172,,,50853,51,564,42569,450893,450530,43133,450530,14,64,faa8e2375812bf36c6acaaa242c4d4ad28bf8f78,0,0,0,0,0,
20200612,VI,72,2221,6,,,,,,,64,C,6/12/20 15:30,2020-06-12T15:30:00Z,6/12/20 11:30,6,,2020-06-12T15:30:00Z,,,,72,78,0,41,2299,2293,41,2293,0,0,e6464abe2537bd5883fef5a63248be16af9c610a,0,0,0,0,0,
20200612,VT,1119,47515,,16,,,,,,907,B,6/11/20 0:00,2020-06-11T00:00:00Z,6/10/20 20:00,55,,2020-06-11T00:00:00Z,,,,1119,50,9,1416,48634,48634,1425,48634,0,0,e0e7fd18ad55aedf8a85a48e6d02aad34e0560d5,0,0,0,0,0,
20200612,WA,24779,400433,,226,3772,,,8,,,B,6/12/20 2:59,2020-06-12T02:59:00Z,6/11/20 22:59,1194,3772,2020-06-12T02:59:00Z,,,,24779,53,137,9733,425212,425212,9870,425212,4,-1,210f8a4e1bfa0c87d2735201b6f5f4ef3798df75,0,0,0,0,0,
20200612,WI,22246,377362,172,287,3003,104,670,,,15783,A+,6/12/20 16:00,2020-06-12T16:00:00Z,6/12/20 12:00,689,3003,2020-06-12T16:00:00Z,,,,22246,55,320,11308,399780,399608,11628,399608,7,27,2f593d5e080764c3a831b6ee16f131a31dbf075a,0,0,0,0,0,
20200612,WV,2233,121806,,29,,9,,2,,1553,B,6/12/20 10:00,2020-06-12T10:00:00Z,6/12/20 6:00,86,,2020-06-12T10:00:00Z,,,,2157,54,21,2898,124039,124039,2919,124039,1,0,ea04cce5ef0fcff7f9c5dc01310c93940d46572a,0,0,0,0,0,
20200612,WY,1027,30873,,5,92,,,,,814,C,6/12/20 18:00,2020-06-12T18:00:00Z,6/12/20 14:00,18,92,2020-06-12T18:00:00Z,31684,941,30446,811,56,18,264,31900,31900,282,31900,0,0,e1970fecd43d0e0e3221a99b7fdd0b8a2c7551ad,0,0,0,0,0,